Age,DailyRate,Department,EducationField,Gender,MaritalStatus,MonthlyRate,OverTime,Bonus
54,431,Research & Development,Medical,Female,Married,15696,No,0.0
31,1125,Sales,Marketing,Female,Married,8277,No,827.7
28,1217,Research & Development,Medical,Female,Married,12719,No,0.0
38,723,Sales,Marketing,Female,Married,4244,Yes,424.40000000000003
26,572,Sales,Medical,Male,Single,9125,No,912.5
58,1216,Research & Development,Life Sciences,Male,Married,21624,Yes,0.0
18,1431,Research & Development,Medical,Female,Single,8018,No,0.0
31,359,Human Resources,Human Resources,Male,Married,21495,No,0.0
29,350,Human Resources,Human Resources,Male,Divorced,3157,Yes,0.0
45,589,Sales,Life Sciences,Female,Married,19665,No,1966.5
36,430,Research & Development,Other,Female,Married,19573,Yes,0.0
43,1422,Sales,Life Sciences,Male,Married,19246,No,1924.6000000000001
27,1297,Research & Development,Life Sciences,Female,Single,19826,Yes,0.0
29,574,Research & Development,Medical,Male,Married,7003,No,0.0
32,1318,Sales,Marketing,Male,Single,26075,No,2607.5
42,355,Research & Development,Technical Degree,Male,Married,6161,No,0.0
47,207,Research & Development,Life Sciences,Female,Single,5411,No,0.0
46,706,Research & Development,Life Sciences,Male,Divorced,19989,No,0.0
28,280,Human Resources,Life Sciences,Male,Divorced,10494,No,0.0
29,726,Research & Development,Life Sciences,Male,Divorced,21143,No,0.0
42,1142,Research & Development,Life Sciences,Male,Single,13624,No,0.0
32,414,Sales,Marketing,Male,Single,26186,Yes,2618.6000000000004
46,1319,Sales,Technical Degree,Female,Divorced,7739,No,773.9000000000001
27,728,Sales,Medical,Female,Married,7018,No,701.8000000000001
29,352,Human Resources,Medical,Male,Married,15434,No,0.0
43,823,Research & Development,Medical,Female,Married,22539,No,0.0
48,1224,Research & Development,Life Sciences,Male,Married,13583,No,0.0
29,459,Research & Development,Life Sciences,Male,Single,14753,Yes,0.0
46,1254,Sales,Life Sciences,Female,Married,14011,No,1401.1000000000001
27,1131,Research & Development,Life Sciences,Female,Married,23844,No,0.0
39,835,Research & Development,Other,Male,Divorced,5141,No,0.0
55,836,Research & Development,Technical Degree,Male,Married,7975,No,0.0
28,1172,Sales,Medical,Female,Married,3692,No,369.20000000000005
30,945,Sales,Medical,Male,Single,16019,No,1601.9
22,391,Research & Development,Life Sciences,Male,Single,26092,Yes,0.0
36,1266,Sales,Technical Degree,Female,Married,6060,Yes,606.0
31,311,Research & Development,Life Sciences,Male,Divorced,18624,No,0.0
34,1480,Sales,Life Sciences,Male,Married,24444,Yes,2444.4
29,592,Research & Development,Life Sciences,Male,Single,19384,No,0.0
37,783,Research & Development,Medical,Male,Married,13588,Yes,0.0
35,219,Research & Development,Other,Female,Married,25388,Yes,0.0
45,556,Research & Development,Life Sciences,Female,Married,23888,No,0.0
36,1213,Human Resources,Human Resources,Male,Single,4223,No,0.0
40,1137,Research & Development,Life Sciences,Male,Divorced,18991,No,0.0
26,482,Research & Development,Life Sciences,Female,Married,14908,Yes,0.0
27,511,Sales,Medical,Female,Single,26997,No,2699.7000000000003
48,117,Research & Development,Medical,Female,Divorced,2437,No,0.0
44,170,Research & Development,Life Sciences,Male,Married,9364,No,0.0
34,967,Research & Development,Technical Degree,Male,Married,14460,Yes,0.0
56,1162,Research & Development,Life Sciences,Male,Single,10261,No,0.0
36,335,Sales,Marketing,Male,Married,16822,No,1682.2
41,337,Sales,Marketing,Female,Married,26841,No,2684.1000000000004
42,1396,Research & Development,Medical,Male,Married,14842,No,0.0
31,1079,Sales,Medical,Female,Divorced,20115,Yes,2011.5
34,735,Sales,Medical,Female,Married,16495,Yes,1649.5
31,471,Research & Development,Medical,Female,Divorced,16031,No,0.0
26,1096,Research & Development,Other,Male,Married,7102,No,0.0
45,1297,Research & Development,Medical,Male,Single,14511,No,0.0
33,217,Sales,Marketing,Male,Single,10410,No,1041.0
28,783,Sales,Life Sciences,Male,Married,19255,Yes,1925.5
29,746,Sales,Technical Degree,Male,Single,10642,No,1064.2
39,1251,Sales,Life Sciences,Female,Married,3987,No,398.70000000000005
27,1354,Research & Development,Technical Degree,Male,Married,6073,No,0.0
34,735,Research & Development,Other,Male,Married,26496,Yes,0.0
28,1475,Sales,Marketing,Female,Single,23352,Yes,2335.2000000000003
47,1169,Research & Development,Technical Degree,Male,Married,2125,No,0.0
56,1443,Sales,Marketing,Female,Married,20328,No,2032.8000000000002
39,867,Research & Development,Medical,Male,Married,12315,No,0.0
38,1394,Research & Development,Medical,Female,Divorced,18115,Yes,0.0
58,605,Sales,Life Sciences,Female,Married,11761,Yes,1176.1000000000001
32,238,Research & Development,Life Sciences,Female,Single,15318,Yes,0.0
38,1206,Research & Development,Life Sciences,Male,Divorced,14293,No,0.0
49,1064,Research & Development,Life Sciences,Male,Married,13738,No,0.0
42,419,Sales,Marketing,Male,Divorced,2900,Yes,290.0
27,1337,Human Resources,Human Resources,Female,Married,19555,No,0.0
35,682,Sales,Medical,Male,Married,15975,No,1597.5
28,1103,Research & Development,Medical,Male,Single,2122,No,0.0
31,976,Research & Development,Medical,Male,Divorced,3995,Yes,0.0
36,1351,Research & Development,Life Sciences,Male,Married,9238,No,0.0
34,937,Sales,Marketing,Male,Single,6770,No,677.0
34,1239,Sales,Medical,Male,Divorced,22914,No,2291.4
26,157,Research & Development,Medical,Male,Single,20006,No,0.0
29,136,Research & Development,Life Sciences,Male,Married,6225,No,0.0
32,1146,Research & Development,Medical,Female,Divorced,16542,No,0.0
31,1125,Research & Development,Life Sciences,Male,Married,5771,No,0.0
28,1404,Research & Development,Technical Degree,Male,Divorced,18779,No,0.0
38,1404,Sales,Life Sciences,Male,Single,11473,No,1147.3
35,1224,Sales,Life Sciences,Female,Married,13586,Yes,1358.6000000000001
27,954,Sales,Marketing,Male,Single,5099,No,509.90000000000003
32,1373,Research & Development,Life Sciences,Male,Single,10138,No,0.0
31,754,Sales,Marketing,Male,Married,21075,Yes,2107.5
53,1168,Sales,Life Sciences,Male,Single,5843,Yes,584.3000000000001
54,155,Research & Development,Life Sciences,Female,Married,22474,No,0.0
33,1303,Research & Development,Life Sciences,Male,Divorced,18079,No,0.0
43,574,Research & Development,Life Sciences,Male,Married,16873,No,0.0
38,1444,Human Resources,Other,Male,Married,5224,Yes,0.0
55,189,Human Resources,Human Resources,Male,Married,25811,Yes,0.0
31,1276,Research & Development,Medical,Female,Divorced,17536,Yes,0.0
39,119,Sales,Marketing,Male,Single,25098,No,2509.8
42,335,Research & Development,Life Sciences,Male,Single,14811,No,0.0
31,697,Research & Development,Medical,Female,Married,26862,No,0.0
54,157,Research & Development,Medical,Female,Single,25198,Yes,0.0
24,771,Research & Development,Life Sciences,Male,Single,14120,No,0.0
23,571,Research & Development,Other,Male,Single,13672,No,0.0
40,692,Research & Development,Technical Degree,Female,Married,26849,No,0.0
40,444,Sales,Marketing,Female,Married,4258,No,425.8
25,309,Human Resources,Human Resources,Female,Married,19655,No,0.0
30,911,Research & Development,Medical,Male,Married,4077,No,0.0
25,977,Research & Development,Other,Male,Divorced,7298,Yes,0.0
47,1180,Research & Development,Medical,Male,Single,13084,No,0.0
33,1313,Research & Development,Medical,Male,Divorced,20439,No,0.0
38,1321,Sales,Life Sciences,Male,Married,7636,No,763.6
31,1154,Sales,Life Sciences,Male,Married,6393,No,639.3000000000001
38,508,Research & Development,Life Sciences,Male,Married,14284,No,0.0
42,557,Research & Development,Life Sciences,Male,Divorced,11189,Yes,0.0
41,642,Research & Development,Life Sciences,Male,Married,21412,No,0.0
47,1162,Research & Development,Medical,Female,Married,17231,No,0.0
35,1490,Research & Development,Medical,Male,Married,20232,Yes,0.0
22,581,Research & Development,Life Sciences,Male,Single,17624,No,0.0
35,1395,Research & Development,Medical,Male,Single,18698,No,0.0
33,501,Research & Development,Medical,Female,Married,21653,Yes,0.0
32,267,Research & Development,Life Sciences,Female,Single,15919,No,0.0
40,543,Research & Development,Life Sciences,Male,Married,4060,No,0.0
32,234,Sales,Medical,Male,Married,18024,No,1802.4
39,116,Research & Development,Life Sciences,Male,Single,5340,No,0.0
38,201,Research & Development,Medical,Female,Married,3376,No,0.0
32,801,Sales,Marketing,Female,Married,24032,No,2403.2000000000003
37,161,Research & Development,Life Sciences,Female,Married,15471,Yes,0.0
25,1382,Sales,Other,Female,Divorced,13684,Yes,1368.4
52,585,Sales,Life Sciences,Male,Divorced,19788,No,1978.8000000000002
44,1037,Research & Development,Medical,Male,Single,13422,Yes,0.0
21,501,Sales,Medical,Male,Single,25479,Yes,2547.9
39,105,Research & Development,Life Sciences,Male,Single,15302,No,0.0
23,638,Sales,Marketing,Male,Married,26956,No,2695.6000000000004
36,557,Sales,Medical,Female,Married,12695,No,1269.5
36,688,Research & Development,Life Sciences,Female,Divorced,9192,No,0.0
56,667,Research & Development,Life Sciences,Male,Divorced,26236,No,0.0
29,1092,Research & Development,Medical,Male,Married,26124,Yes,0.0
42,300,Research & Development,Life Sciences,Male,Married,17312,No,0.0
56,310,Research & Development,Technical Degree,Male,Married,3666,No,0.0
41,582,Research & Development,Life Sciences,Female,Married,5640,No,0.0
34,704,Sales,Marketing,Female,Married,8978,No,897.8000000000001
36,301,Sales,Marketing,Male,Divorced,10436,No,1043.6000000000001
41,930,Sales,Life Sciences,Male,Divorced,12227,No,1222.7
32,529,Research & Development,Technical Degree,Male,Single,11288,No,0.0
35,1146,Human Resources,Life Sciences,Female,Single,16642,Yes,0.0
38,345,Sales,Life Sciences,Female,Married,5982,No,598.2
50,878,Sales,Life Sciences,Male,Divorced,14255,No,1425.5
36,1120,Sales,Marketing,Female,Married,14369,No,1436.9
45,374,Sales,Life Sciences,Female,Single,23333,No,2333.3
40,1322,Research & Development,Life Sciences,Male,Single,2725,No,0.0
35,1199,Research & Development,Life Sciences,Male,Married,24594,Yes,0.0
40,1194,Research & Development,Medical,Female,Married,12549,No,0.0
35,287,Research & Development,Life Sciences,Female,Married,8952,No,0.0
29,1378,Research & Development,Other,Male,Married,23679,Yes,0.0
29,468,Research & Development,Medical,Female,Single,8489,No,0.0
50,410,Sales,Marketing,Male,Divorced,16586,Yes,1658.6000000000001
39,722,Sales,Marketing,Female,Married,8828,No,882.8000000000001
31,325,Research & Development,Medical,Male,Single,3787,No,0.0
26,1167,Sales,Other,Female,Single,21378,No,2137.8
36,884,Research & Development,Medical,Male,Married,12290,No,0.0
39,613,Research & Development,Medical,Male,Married,21457,No,0.0
27,155,Research & Development,Life Sciences,Male,Married,5174,Yes,0.0
49,1023,Sales,Medical,Male,Married,13243,No,1324.3000000000002
34,628,Research & Development,Medical,Male,Married,10228,No,0.0
